Year,Total index; s.a. IP,Final products and nonindustrial supplies; s.a. IP,Consumer goods; s.a. IP,Durable consumer goods; s.a. IP,Automotive products; s.a. IP,"Computers, video and audio equipment; s.a. IP","Appliances, furniture, and carpeting; s.a. IP",Miscellaneous durable goods; s.a. IP,Nondurable consumer goods; s.a. IP,Nondurable nonenergy consumer goods; s.a. IP,Foods and tobacco; s.a. IP,Clothing; s.a. IP,Chemical products; s.a. IP,Paper products; s.a. IP,Consumer energy products; s.a. IP,Business equipment; s.a. IP,Transit equipment; s.a. IP,Information processing and related equipment; s.a. IP,Industrial and other equipment; s.a. IP,Defense and space equipment; s.a. IP,Construction supplies; s.a. IP,Business supplies; s.a. IP,Materials; s.a. IP,Materials ex. energy materials; s.a. IP,Durable goods materials; s.a. IP,Consumer parts; s.a. IP,Equipment parts; s.a. IP,Other durable materials; s.a. IP,Nondurable goods materials; s.a. IP,Textile materials; s.a. IP,Paper materials; s.a. IP,Chemical materials; s.a. IP,Energy materials; s.a. IP,Manufacturing (SIC); s.a. IP,Manufacturing (NAICS); s.a. IP,Durable manufacturing (NAICS); s.a. IP,Wood product  (NAICS = 321); s.a. IP,Nonmetallic mineral product  (NAICS = 327); s.a. IP,Primary metal  (NAICS = 331); s.a. IP,Fabricated metal product  (NAICS = 332); s.a. IP,Machinery  (NAICS = 333); s.a. IP,Computer and electronic product  (NAICS = 334); s.a. IP,"Electrical equipment, appliance, and component  (NAICS = 335); s.a. IP",Motor vehicles and parts  (NAICS = 3361-3); s.a. IP,Aerospace and miscellaneous transportation eq.  (NAICS = 3364-9); s.a. IP,Furniture and related product  (NAICS = 337); s.a. IP,Miscellaneous  (NAICS = 339); s.a. IP,Nondurable manufacturing (NAICS); s.a. IP,"Food, beverage, and tobacco  (NAICS = 311,2); s.a. IP","Textiles and products  (NAICS = 313,4); s.a. IP","Apparel and leather goods  (NAICS = 315,6); s.a. IP",Paper  (NAICS = 322); s.a. IP,Printing and related support activities  (NAICS = 323); s.a. IP,Petroleum and coal products  (NAICS = 324); s.a. IP,Chemical  (NAICS = 325); s.a. IP,Plastics and rubber products  (NAICS = 326); s.a. IP,Other manufacturing; s.a. IP,Mining  (NAICS = 21); s.a. IP,"Electric and gas utilities  (NAICS = 2211,2); s.a. IP","Electric power generation, transmission, and distribution  (NAICS = 2211); s.a. IP",Natural gas distribution  (NAICS = 2212); s.a. IP
1959-06,23.5744,24.5633,32.4019,20.0937,19.2196,,,31.9213,38.6966,,41.2838,507.6319,15.6223,70.4036,23.2761,8.9455,22.6816,,,35.2091,43.4096,22.014,22.2034,,13.7887,35.664,1.8424,46.4019,32.8419,,,,40.3135,22.3388,,,,,,,,,,,,,,,,,,,,,,,,65.1904,19.6909,,
1959-07,23.0099,24.592,32.8277,20.4916,19.7049,,,32.5198,39.0156,,42.1341,511.5411,15.4078,70.248,23.3652,8.965,23.8157,,,35.3465,41.6966,22.253,20.8858,,12.4083,34.1857,1.7377,39.7866,32.9976,,,,39.0003,21.9303,,,,,,,,,,,,,,,,,,,,,,,,62.1678,19.7926,,
1959-08,22.2304,24.4198,32.8665,19.9196,17.9092,,,32.2405,39.4714,,42.6536,509.3074,15.9871,71.1037,23.6027,8.8867,23.4538,,,35.1633,39.0821,22.1999,19.2998,,10.9118,31.4878,1.61,33.1714,32.876,,,,37.2057,21.0623,,,,,,,,,,,,,,,,,,,,,,,,58.8705,19.5893,,
1959-09,22.2035,24.3051,32.7503,19.3228,16.6958,,,32.9587,39.6993,,42.5119,513.7751,16.6095,71.4927,23.8996,8.8181,21.4993,,,35.3464,38.6314,22.3592,19.2755,,10.8682,31.8943,1.6121,32.6003,32.9193,,,,37.3808,21.0112,,,,,,,,,,,,,,,,,,,,,,,,58.5271,19.8942,,
1959-10,22.0422,24.2477,32.5955,19.7704,17.7636,,,32.6794,39.198,,41.6145,508.1903,16.2232,70.7926,23.9589,8.7495,21.1132,,,35.3006,38.7666,22.2795,19.0803,,10.6938,30.7486,1.61,32.2196,32.3051,,,,37.4246,20.8325,,,,,,,,,,,,,,,,,,,,,,,,58.8705,19.8434,,
1959-11,22.1766,23.9894,31.8987,17.3333,12.1579,,,32.7991,39.7449,,42.323,520.4761,16.2661,71.5705,24.1965,8.6123,18.0971,,,35.2549,40.0738,22.253,19.8366,,11.4058,25.5746,1.6749,38.93,32.3598,,,,39.0003,20.9857,,,,,,,,,,,,,,,,,,,,,,,,62.7861,20.0212,,
1959-12,23.5475,24.7068,32.9439,19.5466,16.5502,,,33.4375,39.8816,,42.6536,523.2683,16.0301,72.115,24.2262,8.7397,19.0622,,,35.5296,43.2293,22.4654,21.9594,,13.4981,33.89,1.8277,45.7832,33.1631,,,,40.401,22.4153,,,,,,,,,,,,,,,,,,,,,,,,64.0913,20.4024,,
1960-01,24.1658,25.3094,33.9891,21.6853,21.6221,,,33.7168,40.0639,,43.126,526.6191,16.4163,71.8817,23.959,9.063,23.7916,,,35.8043,42.9137,22.7575,22.5938,,14.0357,38.3988,1.8465,46.4495,33.6724,,,,40.4886,23.0281,,,,,,,,,,,,,,,,,,,,,,,,62.8548,20.4532,,
1960-02,23.9508,25.1659,33.602,21.3869,20.9183,,,33.8366,39.6537,,42.4647,516.0088,16.1374,72.3484,24.048,9.1218,24.4672,,,35.9874,42.4629,22.731,22.301,,13.8032,38.7684,1.8005,45.3549,33.4661,,,,40.5324,22.8494,,,,,,,,,,,,,,,,,,,,,,,,63.4043,20.631,,
1960-03,23.7357,25.0798,33.6407,20.9641,20.0932,,,34.3553,40.0183,,42.7008,511.5412,16.5665,73.1263,24.7606,9.1414,23.4538,,,36.1706,41.1557,22.7044,21.935,,13.3673,36.7727,1.7879,43.7844,33.4808,,,,40.5323,22.5685,,,,,,,,,,,,,,,,,,,,,,,,63.6791,20.9867,,
1960-04,23.5476,25.1372,33.873,20.9392,20.0447,,,33.677,40.4285,,43.0315,517.6838,16.6524,73.3598,24.9981,9.0434,23.5021,,,35.9417,41.1557,23.0231,21.4226,,12.8878,34.4813,1.7314,42.7849,33.1875,,,,40.0071,22.3898,,,,,,,,,,,,,,,,,,,,,,,,65.3964,20.9359,,
1960-05,23.5207,25.2807,34.0665,21.1382,20.6028,,,34.0361,40.5653,,43.2677,523.2686,16.7597,73.5153,24.6121,9.0728,23.671,,,36.3537,40.75,23.1824,21.2274,,12.7135,34.0378,1.6937,42.2138,33.2394,,,,39.5694,22.2622,,,,,,,,,,,,,,,,,,,,,,,,64.5721,20.7327,,
1960-06,23.225,24.9938,33.8343,20.9144,20.6029,,,34.1957,40.3374,,43.126,516.5671,16.8241,72.9708,24.6715,8.9553,22.5369,,,35.438,39.9837,22.9168,20.8858,,12.3066,32.8552,1.6288,41.0716,33.2686,,,,39.4818,22.0069,,,,,,,,,,,,,,,,,,,,,,,,63.9539,20.8343,,
1960-07,23.1443,24.8503,33.5246,20.1186,19.3409,,,33.7568,40.4286,,43.126,513.7747,16.7382,73.5931,25.0278,8.8475,21.6682,,,36.3079,40.3894,22.9434,20.9102,,12.3793,32.7813,1.6686,41.262,32.9928,,,,39.3505,21.9558,,,,,,,,,,,,,,,,,,,,,,,,63.473,20.8851,,
1960-08,23.1175,24.7929,33.602,20.3424,19.6564,,,33.7568,40.4286,,43.315,505.3982,16.8455,73.3598,25.0278,8.7299,20.8961,,,36.4911,39.3977,22.7575,20.8126,,12.3066,32.9661,1.6686,40.6433,32.8194,,,,39.4818,21.8537,,,,,,,,,,,,,,,,,,,,,,,,64.0226,21.0376,,
1960-09,22.8755,24.592,33.4471,20.0937,20.1175,,,33.3179,40.2918,,43.3622,500.3719,16.867,72.504,25.1762,8.6515,21.3787,,,36.3996,39.0371,22.6513,20.471,,12.1468,33.1509,1.6435,39.7867,32.5878,,,,39.263,21.6239,,,,,,,,,,,,,,,,,,,,,,,,63.4731,21.1392,,
1960-10,22.8487,24.7355,33.7956,20.3175,20.4815,,,33.3179,40.702,,43.6456,502.6059,17.4893,73.282,25.2356,8.5829,21.3063,,,36.0332,39.1272,22.731,20.3978,,12.0015,33.077,1.6142,39.1679,32.3913,,,,39.2192,21.5984,,,,,,,,,,,,,,,,,,,,,,,,63.1983,21.1138,,
1960-11,22.5261,24.4772,33.1762,19.6461,19.0983,,,33.0784,40.2918,,43.4566,490.8783,17.0387,73.8265,25.1762,8.5633,20.51,,,36.1706,38.6764,22.731,19.861,,11.493,29.9356,1.5911,37.9305,32.0521,,,,39.0003,21.1899,,,,,,,,,,,,,,,,,,,,,,,,62.9922,21.1646,,
1960-12,22.096,24.1329,32.9439,18.9746,17.7393,,,32.839,40.2462,,43.5511,489.203,16.8884,73.5931,25.3247,8.3674,20.6307,,,35.6212,38.1806,22.3326,19.3242,,10.9554,27.9029,1.5409,36.1697,31.9634,,,,38.8253,20.8325,,,,,,,,,,,,,,,,,,,,,,,,62.9235,21.19,,
1961-01,22.1229,24.1042,32.6729,18.2783,15.9193,,,32.9188,40.383,,43.4566,486.4106,17.1245,73.7487,25.5622,8.4262,19.9792,,,35.9875,37.8199,22.6778,19.495,,11.0861,27.4594,1.5869,36.8835,32.0912,,,,38.7377,20.858,,,,,,,,,,,,,,,,,,,,,,,,62.8548,21.2154,,
1961-02,22.096,24.1329,32.8665,18.1788,15.2641,,,33.1183,40.6564,,43.74,495.9046,17.146,73.5931,25.8294,8.3478,18.9416,,,35.7127,37.7749,22.731,19.3486,,10.9118,26.3137,1.5786,36.5028,32.2397,,,,38.6939,20.7559,,,,,,,,,,,,,,,,,,,,,,,,62.58,21.2916,,
1961-03,22.2304,24.2476,32.8665,18.1789,15.1913,,,33.3577,40.6564,,43.9762,500.9308,16.9528,73.1263,25.2059,8.338,19.4966,,,35.6669,38.6314,22.9434,19.5194,,10.9263,26.1659,1.5786,36.6456,32.8795,,,,39.0441,20.9091,,,,,,,,,,,,,,,,,,,,,,,,63.0609,21.317,,
1961-04,22.6874,24.6207,33.6407,19.4969,17.5209,,,34.1159,41.0211,,43.929,505.3982,17.9829,72.9708,25.5919,8.4262,19.955,,,35.7585,39.6231,23.0762,20.105,,11.4349,27.9768,1.6183,38.3589,33.3111,,,,39.4818,21.3941,,,,,,,,,,,,,,,,,,,,,,,,62.8548,21.6727,,
1961-05,23.0368,24.7929,34.0278,20.1186,18.5887,,,34.6346,41.2945,,43.8818,506.515,18.2404,73.2041,26.1559,8.436,19.8585,,,35.7585,39.7583,23.1824,20.715,,11.9725,30.3051,1.6497,40.1198,33.7797,,,,39.8758,21.726,,,,,,,,,,,,,,,,,,,,,,,,62.9235,22.1301,,
1961-06,23.3594,25.0511,34.4149,20.79,19.4623,,,35.3927,41.4769,,44.1652,517.6842,18.1331,74.0599,25.6512,8.5046,20.8237,,,35.7585,40.6148,23.3417,21.0322,,12.263,30.6008,1.6791,41.5476,34.1166,,,,40.0071,22.0579,,,,,,,,,,,,,,,,,,,,,,,,63.4731,22.0539,,
1961-07,23.6282,25.252,34.7246,21.1631,19.8505,,,35.5523,41.6592,,44.0235,527.736,18.0472,74.2155,26.0966,8.5535,20.0998,,,35.9874,41.2459,23.6073,21.325,,12.5682,30.7117,1.723,42.8325,34.3047,,,,39.9633,22.3388,,,,,,,,,,,,,,,,,,,,,,,,63.6791,22.0539,,
1961-08,23.8432,25.4242,34.9569,21.2128,20.0204,,,35.9115,42.0238,,44.4958,527.178,18.2189,74.2933,26.3935,8.5927,20.51,,,36.1706,41.7417,23.7401,21.7398,,12.8297,30.8225,1.7607,44.0223,34.9554,,,,40.4448,22.6451,,,,,,,,,,,,,,,,,,,,,,,,64.8469,22.3842,,
1961-09,23.8164,25.3668,34.3762,20.0191,16.6958,,,35.9913,41.7959,,44.5431,523.8269,17.9399,74.4489,26.2747,8.7201,21.9095,,,36.9489,42.1023,23.6604,21.7886,,13.004,31.1182,1.7963,44.641,34.8317,,,,40.2697,22.4664,,,,,,,,,,,,,,,,,,,,,,,,64.7782,22.6128,,
1961-10,24.2733,25.7972,35.3053,21.1382,19.2681,,,36.2706,42.5252,,45.0626,533.3208,18.455,75.3046,26.8091,8.7103,20.9443,,,37.7731,42.4179,24.0056,22.179,,13.0767,31.4878,1.8445,44.3555,35.7776,,,,40.7512,22.9259,,,,,,,,,,,,,,,,,,,,,,,,66.1521,22.7653,,
1961-11,24.6497,26.2277,35.9247,22.0832,21.1125,,,36.8691,42.9354,,45.346,547.2817,18.8412,74.9935,26.8091,8.9455,22.4645,,,38.6888,42.1023,24.218,22.4718,,13.3382,33.04,1.8591,44.9741,36.3277,,,,41.0138,23.3344,,,,,,,,,,,,,,,,,,,,,,,,66.2895,22.7907,,
1961-12,24.8647,26.3998,36.0021,22.4811,21.8162,,,36.7893,42.9354,,44.9682,547.2817,19.0773,74.9156,26.8685,8.9749,22.1267,,,39.3756,42.4179,24.4305,22.7889,,13.5562,33.6313,1.8863,45.7832,36.8552,,,,41.1014,23.6408,,,,,,,,,,,,,,,,,,,,,,,,66.2208,22.8923,,
1962-01,24.6496,26.1702,35.7311,21.9837,20.9668,,,36.3504,42.7531,,44.8264,534.996,18.691,75.8491,27.2247,8.9455,21.0891,,,39.8334,40.4345,24.4305,22.6182,,13.5417,34.3335,1.8821,45.0693,35.8454,,,,41.2327,23.3089,,,,,,,,,,,,,,,,,,,,,,,,65.6712,23.248,,
1962-02,25.0529,26.5146,35.9634,22.1081,20.797,,,36.7095,43.0265,,45.0626,540.0221,19.2919,76.3159,27.2544,9.0728,21.3063,,,40.5202,42.7785,24.6429,22.9842,,13.7015,34.814,1.9031,45.7356,36.9188,,,,41.2327,23.7174,,,,,,,,,,,,,,,,,,,,,,,,66.0147,23.1718,,
1962-03,25.1873,26.7155,36.2344,22.4314,20.8455,,,37.1883,43.3,,45.4405,543.9311,19.1202,76.3937,27.4326,9.1904,21.8371,,,41.0697,43.3194,24.5632,23.0085,,13.7305,34.814,1.9408,45.5452,36.9573,,,,41.4078,23.9216,,,,,,,,,,,,,,,,,,,,,,,,66.3581,23.3497,,
1962-04,25.241,26.9163,36.5441,22.9536,21.7919,,,37.5075,43.3456,,45.4878,545.0482,19.206,75.7714,27.4919,9.2492,21.5717,,,41.4359,42.7334,24.5633,22.9841,,13.716,35.1466,1.9701,44.879,36.9151,,,,41.1452,23.9472,,,,,,,,,,,,,,,,,,,,,,,,66.0834,23.248,,
1962-05,25.2141,27.0598,36.7377,23.1525,22.6656,,,37.5075,43.6191,,45.8656,543.9312,19.5279,76.2381,27.6701,9.2492,21.5476,,,41.7106,42.6883,24.9881,22.667,,13.4399,34.6292,1.9512,43.6416,37.0,,,,40.8825,23.8961,,,,,,,,,,,,,,,,,,,,,,,,65.7399,23.6291,,
1962-06,25.1604,27.0885,36.5054,22.7298,21.4279,,,37.4277,43.4824,,45.4405,538.347,19.6781,76.0048,28.1154,9.3374,22.2715,,,42.1227,43.0039,24.935,22.5938,,13.2947,33.7053,1.9387,43.3084,37.2097,,,,40.9701,23.845,,,,,,,,,,,,,,,,,,,,,,,,65.6712,23.807,,
1962-07,25.4023,27.3468,37.1248,23.2271,22.981,,,37.1883,44.0293,,46.6687,533.3205,19.8069,75.9269,28.442,9.4157,23.0195,,,42.9469,42.8236,24.8819,22.7889,,13.4399,34.2226,1.9596,43.7367,37.2648,,,,41.2327,24.0748,,,,,,,,,,,,,,,,,,,,,,,,66.0834,24.0103,,
1962-08,25.4292,27.3468,36.6989,22.9038,22.9325,,,37.0686,43.6191,,45.8656,534.4379,19.8498,75.927,28.1748,9.5137,23.1401,,,43.5421,43.5899,25.0412,22.8377,,13.5271,34.2226,1.9659,44.1651,37.2798,,,,41.1451,24.1259,,,,,,,,,,,,,,,,,,,,,,,,66.7017,23.9086,,
1962-09,25.5905,27.519,36.9312,23.2023,22.9567,,,37.3878,43.8926,,45.9601,550.6327,19.7211,75.927,28.2935,9.5039,22.9712,,,43.6336,44.0858,25.2802,23.033,,13.6434,35.0727,1.9659,44.4982,37.5212,,,,41.4953,24.3046,,,,,,,,,,,,,,,,,,,,,,,,66.4956,23.9849,,
1962-10,25.6174,27.4329,36.8538,23.3018,23.0296,,,37.1484,43.7103,,45.5822,540.0222,19.8713,75.7714,28.3232,9.5431,23.8399,,,43.771,43.3645,25.2537,23.0329,,13.687,35.7748,1.968,44.403,37.2727,,,,41.5829,24.2535,,,,,,,,,,,,,,,,,,,,,,,,65.6713,24.1119,,
1962-11,25.7249,27.605,37.0861,23.3266,22.9568,,,37.4676,43.8926,,46.0546,536.1126,19.8713,75.8492,28.6498,9.5431,22.9471,,,44.2289,43.5448,25.3865,23.2281,,13.7887,35.2574,1.9659,45.3073,37.7294,,,,41.8892,24.4578,,,,,,,,,,,,,,,,,,,,,,,,66.0147,24.366,,
1962-12,25.7249,27.6337,37.2409,23.5007,23.0538,,,37.5474,44.1204,,46.149,541.1388,20.3648,75.538,28.6795,9.4843,22.6575,,,44.412,43.9054,25.2537,23.1061,,13.716,35.627,1.947,44.9741,37.4757,,,,41.4515,24.4833,,,,,,,,,,,,,,,,,,,,,,,,65.1904,24.4168,,
1963-01,25.913,27.9207,37.7054,23.7494,23.2237,,,38.5449,44.713,,46.8103,541.1388,20.6653,74.6823,29.5405,9.4451,21.3304,,,46.4724,42.8235,25.4661,23.2037,,13.7741,35.8488,1.9743,44.6886,37.3249,,,,42.327,24.6365,,,,,,,,,,,,,,,,,,,,,,,,66.1521,24.8995,,
1963-02,26.2088,28.1502,38.1313,23.9981,23.2722,,,39.0637,45.2144,,46.6687,550.6325,21.1374,75.7713,30.1046,9.5823,22.1025,,,46.1519,42.9137,25.7051,23.5453,,13.934,35.9596,2.0036,45.3548,38.1419,,,,43.0711,24.8407,,,,,,,,,,,,,,,,,,,,,,,,67.5259,25.2298,,
1963-03,26.37,28.1502,38.2861,24.0478,23.2722,,,38.8642,45.4422,,46.9993,564.0358,21.0944,75.927,29.8077,9.5235,23.2125,,,45.8771,43.4096,25.4661,23.8869,,14.1083,36.1444,2.035,46.0211,38.7518,,,,42.9398,24.9939,,,,,,,,,,,,,,,,,,,,,,,,67.6633,25.0266,,
1963-04,26.612,28.4659,38.441,24.2468,23.5149,,,39.2233,45.579,,47.2355,563.4773,21.8884,76.5493,29.1248,9.6117,22.7299,,,45.8313,44.8971,26.2893,24.1065,,14.4134,36.4401,2.0664,47.4489,38.648,,,,43.3775,25.3258,,,,,,,,,,,,,,,,,,,,,,,,67.6634,24.9503,,
1963-05,26.9345,28.5807,38.5184,24.6446,24.0002,,,39.3031,45.4422,,47.4717,552.3079,21.309,75.9269,29.5999,9.5823,21.4752,,,45.8313,45.8888,26.5549,24.6677,,14.8638,37.6227,2.0852,49.4002,39.232,,,,43.9027,25.5555,,,,,,,,,,,,,,,,,,,,,,,,69.312,25.2298,,
1963-06,27.0152,28.6381,38.7507,25.0674,24.8253,,,38.8642,45.4878,,47.2827,564.594,20.9443,75.6936,29.7483,9.6215,23.7192,,,45.7856,45.7085,26.4486,24.7653,,14.8929,38.6575,2.0936,48.8291,39.5207,,,,43.9465,25.6321,,,,,,,,,,,,,,,,,,,,,,,,68.6938,25.3823,,
1963-07,26.9076,28.638,38.6345,25.0425,24.6555,,,39.3031,45.3055,,47.2355,557.8924,21.5666,75.4602,29.1545,9.7587,25.0705,,,45.3277,45.5282,26.608,24.5213,,14.6459,37.6597,2.1229,47.5917,39.1929,,,,44.2091,25.53,,,,,,,,,,,,,,,,,,,,,,,,69.4494,25.2298,,
1963-08,26.9614,28.8963,38.9442,25.0923,24.3885,,,40.141,45.8069,,47.1883,571.2951,21.7597,78.2608,29.392,9.9938,26.3011,,,45.5108,45.6634,26.7673,24.3017,,14.2536,34.2596,2.1166,47.2585,40.0312,,,,44.3842,25.6577,,,,,,,,,,,,,,,,,,,,,,,,69.7242,25.3823,,
1963-09,27.2302,28.9824,39.0604,25.5399,24.7283,,,40.4203,45.6702,,46.9993,560.6847,21.5451,80.439,29.7186,9.9644,26.9043,,,45.694,45.3479,27.0329,24.7897,,14.7186,37.4379,2.1292,48.1628,40.3971,,,,44.4718,25.8364,,,,,,,,,,,,,,,,,,,,,,,,69.6555,25.6109,,
1963-10,27.4184,29.2407,39.3314,25.5648,25.0437,,,41.4977,46.0348,,47.4717,557.8929,22.0387,81.2948,29.8077,10.1408,26.3976,,,45.694,46.0241,27.2453,24.9361,,14.8639,37.5858,2.1271,48.9718,40.4787,,,,44.1216,26.0661,,,,,,,,,,,,,,,,,,,,,,,,69.2433,25.8142,,
1963-11,27.5528,29.3555,39.3701,25.8135,25.2379,,,41.6573,45.9892,,47.33,562.3601,21.6524,80.9058,30.0749,10.2192,25.9391,,,45.5109,46.565,27.564,25.0825,,14.951,37.7705,2.1962,48.6387,40.8225,,,,44.2967,26.1427,,,,,,,,,,,,,,,,,,,,,,,,69.6555,26.0429,,
1963-12,27.499,29.3841,39.6023,25.8881,25.5048,,,41.4179,46.3994,,48.2274,554.5416,21.8241,81.8393,30.253,10.1996,25.1911,,,45.6482,45.8888,27.3781,24.9361,,14.9074,37.9553,2.1815,48.4483,40.2365,,,,44.3842,26.1427,,,,,,,,,,,,,,,,,,,,,,,,69.5868,26.1191,,
1964-01,27.7409,29.6711,39.9895,25.9378,25.432,,,41.2583,46.8552,,48.6525,570.1783,21.5451,81.0613,30.7874,10.4641,26.0356,,,45.1903,46.1593,27.6436,25.1313,,14.9365,37.3271,2.1752,49.067,40.9318,,,,44.8657,26.3725,,,,,,,,,,,,,,,,,,,,,,,,70.5485,26.551,,
1964-02,27.9291,29.6711,39.912,26.087,25.2864,,,41.6174,46.6729,,48.3219,570.1786,21.6953,81.2948,30.6093,10.4151,26.4941,,,44.7783,47.3764,27.7764,25.5217,,15.198,37.1423,2.215,50.4948,41.5406,,,,44.9095,26.5257,,,,,,,,,,,,,,,,,,,,,,,,71.0293,26.6019,,
1964-03,27.9291,29.6711,39.7185,25.8881,25.0195,,,41.6573,46.5361,,48.0385,569.6199,21.4378,81.9171,30.7874,10.5425,26.1563,,,44.6867,47.5116,27.9623,25.5217,,15.2126,37.0684,2.2213,50.6375,41.33,,,,44.997,26.5257,,,,,,,,,,,,,,,,,,,,,,,,70.7545,26.8051,,
1964-04,28.3861,30.2737,40.725,26.5844,26.0387,,,42.0962,47.63,,49.6445,575.7629,22.4893,80.6724,31.3218,10.7875,27.2662,,,44.5951,47.6919,28.3606,25.8145,,15.4015,37.5858,2.2297,51.3514,42.2153,,,,45.0846,27.0108,,,,,,,,,,,,,,,,,,,,,,,,70.7546,27.237,,
1964-05,28.5474,30.3598,41.0347,26.7336,26.3542,,,42.2957,48.0858,,49.7862,588.0487,22.5537,82.0727,31.589,10.905,27.8212,,,43.8168,47.9173,28.5996,26.034,,15.6049,37.6597,2.2527,52.3509,42.2791,,,,45.2596,27.1129,,,,,,,,,,,,,,,,,,,,,,,,71.0981,27.4403,,
1964-06,28.628,30.3598,40.9572,27.0072,26.5725,,,42.4952,47.7668,,49.3138,569.0617,23.0902,82.2283,31.8859,10.9442,27.4834,,,43.5421,47.6018,28.6527,26.2048,,15.692,37.9553,2.2695,52.5412,42.8672,,,,45.3472,27.1639,,,,,,,,,,,,,,,,,,,,,,,,71.5102,27.7452,,
1964-07,28.8162,30.6754,41.5379,27.4548,26.8638,,,43.3731,48.4049,,49.9751,588.0486,22.897,81.9949,32.064,11.0912,27.0249,,,43.4505,48.5033,28.6527,26.2536,,15.7211,37.6966,2.236,53.3027,42.868,,,,45.3909,27.3937,,,,,,,,,,,,,,,,,,,,,,,,71.0293,27.9739,,
1964-08,29.0043,30.6467,41.4605,27.6537,27.3006,,,42.9341,48.0858,,49.4555,587.4908,23.0473,80.3612,32.0047,11.0814,26.7354,,,43.6794,48.0075,28.5199,26.7904,,16.1861,40.2837,2.326,53.731,43.365,,,,45.566,27.5724,,,,,,,,,,,,,,,,,,,,,,,,71.5102,27.9739,,
1964-09,29.1119,30.5033,40.996,27.0072,25.3349,,,43.373,47.8124,,49.2666,566.2692,23.3477,82.0727,31.975,11.1794,26.5182,,,43.9541,47.6469,28.5465,27.2052,,16.5202,41.6141,2.349,54.778,43.8872,,,,46.1351,27.7001,,,,,,,,,,,,,,,,,,,,,,,,72.0598,28.0501,,
1964-10,28.7087,30.1876,40.183,24.197,18.2247,,,43.9716,48.4505,,49.6917,586.9322,23.4335,83.0062,32.2125,11.0912,23.1884,,,44.2746,47.8272,28.5996,26.6928,,15.8809,33.9639,2.4181,54.8256,43.9287,,,,46.2664,27.2916,,,,,,,,,,,,,,,,,,,,,,,,72.1972,28.1517,,
1964-11,29.5957,31.0772,41.6928,27.5045,25.4077,,,44.2908,48.5872,,49.8807,591.958,23.455,83.1618,31.975,11.4635,28.1108,,,44.7325,48.9541,28.812,27.5224,,16.7672,39.9141,2.5207,55.5395,44.0907,,,,46.4853,28.1085,,,,,,,,,,,,,,,,,,,,,,,,73.2963,28.0755,,
1964-12,29.9452,31.4789,42.5445,29.121,29.1449,,,45.0489,48.8607,,50.0696,594.7501,23.7554,82.9284,32.2719,11.6693,29.462,,,45.053,48.323,29.1041,27.864,,17.0288,41.7989,2.5081,56.1582,44.6398,,,,46.5728,28.6191,,,,,,,,,,,,,,,,,,,,,,,,72.4032,28.4058,,
1965-01,30.2677,31.8233,43.1638,29.6183,30.2127,,,45.6474,49.5444,,50.353,609.2699,24.9357,83.473,32.3313,11.6497,30.6202,,,45.5566,48.6836,29.3431,28.1812,,17.2467,43.0555,2.5521,56.2534,45.3343,,,,46.6166,28.951,,,,,,,,,,,,,,,,,,,,,,,,72.678,28.3296,,
1965-02,30.4559,32.0815,43.28,30.0162,30.3825,,,46.2061,49.4532,,50.353,604.2437,24.9357,83.2396,32.3906,11.8456,30.6685,,,46.0603,49.9458,29.4759,28.2788,,17.3194,44.2381,2.5563,55.9203,45.304,,,,46.6603,29.1298,,,,,,,,,,,,,,,,,,,,,,,,72.7467,28.482,,
1965-03,30.8591,32.4546,43.6671,30.8369,31.0377,,,47.5228,49.4988,,50.3058,595.8664,25.3219,83.3952,32.6578,12.0024,30.8615,,,46.8844,50.3515,29.7946,28.718,,17.7407,46.049,2.6254,56.7769,45.3017,,,,47.2294,29.4872,,,,,,,,,,,,,,,,,,,,,,,,73.2962,28.8123,,
1965-04,30.9935,32.4546,43.551,30.7872,31.1833,,,47.5627,49.362,,50.1168,590.841,24.6352,84.951,33.311,12.1102,31.3683,,,47.4796,49.6302,29.7945,29.0108,,17.9006,46.1599,2.6693,57.2528,46.2515,,,,47.4045,29.6659,,,,,,,,,,,,,,,,,,,,,,,,73.2275,29.2442,,
1965-05,31.2354,32.7989,43.8219,31.011,31.3047,,,47.842,49.6355,,50.2113,610.3867,24.8927,84.6399,32.836,12.2865,32.4299,,,48.4869,50.1261,30.0867,29.1328,,17.9877,46.1599,2.7447,57.0148,46.5233,,,,47.1418,29.8956,,,,,,,,,,,,,,,,,,,,,,,,73.2276,29.0664,,
1965-06,31.4774,32.9711,43.9381,31.2845,31.426,,,48.3608,49.6811,,50.4003,608.153,24.528,85.0288,32.8953,12.4629,33.4675,,,49.0821,50.1712,30.246,29.4744,,18.2347,47.4534,2.7887,57.3004,47.0597,,,,47.6671,30.0744,,,,,,,,,,,,,,,,,,,,,,,,74.1206,29.2442,,
1965-07,31.7731,33.2293,43.9381,31.5083,31.5473,,,48.9992,49.5443,,50.0696,605.3608,24.8713,85.4956,32.7469,12.6784,33.1297,,,49.8605,51.5686,30.246,29.7427,,18.4527,46.7882,2.8619,58.3474,47.4531,,,,47.6671,30.5339,,,,,,,,,,,,,,,,,,,,,,,,74.0519,29.0156,,
