Year,Total index; s.a. IP,Final products and nonindustrial supplies; s.a. IP,Consumer goods; s.a. IP,Durable consumer goods; s.a. IP,Automotive products; s.a. IP,"Computers, video and audio equipment; s.a. IP","Appliances, furniture, and carpeting; s.a. IP",Miscellaneous durable goods; s.a. IP,Nondurable consumer goods; s.a. IP,Nondurable nonenergy consumer goods; s.a. IP,Foods and tobacco; s.a. IP,Clothing; s.a. IP,Chemical products; s.a. IP,Paper products; s.a. IP,Consumer energy products; s.a. IP,Business equipment; s.a. IP,Transit equipment; s.a. IP,Information processing and related equipment; s.a. IP,Industrial and other equipment; s.a. IP,Defense and space equipment; s.a. IP,Construction supplies; s.a. IP,Business supplies; s.a. IP,Materials; s.a. IP,Materials ex. energy materials; s.a. IP,Durable goods materials; s.a. IP,Consumer parts; s.a. IP,Equipment parts; s.a. IP,Other durable materials; s.a. IP,Nondurable goods materials; s.a. IP,Textile materials; s.a. IP,Paper materials; s.a. IP,Chemical materials; s.a. IP,Energy materials; s.a. IP,Manufacturing (SIC); s.a. IP,Manufacturing (NAICS); s.a. IP,Durable manufacturing (NAICS); s.a. IP,Wood product  (NAICS = 321); s.a. IP,Nonmetallic mineral product  (NAICS = 327); s.a. IP,Primary metal  (NAICS = 331); s.a. IP,Fabricated metal product  (NAICS = 332); s.a. IP,Machinery  (NAICS = 333); s.a. IP,Computer and electronic product  (NAICS = 334); s.a. IP,"Electrical equipment, appliance, and component  (NAICS = 335); s.a. IP",Motor vehicles and parts  (NAICS = 3361-3); s.a. IP,Aerospace and miscellaneous transportation eq.  (NAICS = 3364-9); s.a. IP,Furniture and related product  (NAICS = 337); s.a. IP,Miscellaneous  (NAICS = 339); s.a. IP,Nondurable manufacturing (NAICS); s.a. IP,"Food, beverage, and tobacco  (NAICS = 311,2); s.a. IP","Textiles and products  (NAICS = 313,4); s.a. IP","Apparel and leather goods  (NAICS = 315,6); s.a. IP",Paper  (NAICS = 322); s.a. IP,Printing and related support activities  (NAICS = 323); s.a. IP,Petroleum and coal products  (NAICS = 324); s.a. IP,Chemical  (NAICS = 325); s.a. IP,Plastics and rubber products  (NAICS = 326); s.a. IP,Other manufacturing; s.a. IP,Mining  (NAICS = 21); s.a. IP,"Electric and gas utilities  (NAICS = 2211,2); s.a. IP","Electric power generation, transmission, and distribution  (NAICS = 2211); s.a. IP",Natural gas distribution  (NAICS = 2212); s.a. IP
1990-12,61.2885,69.926,78.3773,53.5263,39.2673,5.5167,103.0525,92.5311,89.6627,97.0378,87.3004,627.4783,77.9548,158.6771,66.3519,41.609,58.9063,13.6006,78.7006,103.4032,81.5573,72.4964,52.3802,49.1059,32.5349,47.6787,9.3956,81.9765,98.9697,185.4079,128.7124,87.8628,75.4264,60.9915,57.6624,39.7343,87.3942,92.9126,95.619,80.6544,78.0612,4.2226,92.5391,39.6388,87.005,97.1628,66.8556,92.2878,83.9648,186.791,562.0756,116.062,132.8114,72.0308,84.7411,70.9691,200.2879,86.1705,72.2828,70.4502,84.5509
1991-01,61.0842,69.7979,78.761,53.6075,40.3167,5.5728,100.4084,91.5131,90.209,97.0131,86.8603,631.7735,78.7037,158.5293,68.9308,41.498,61.1854,13.4401,77.6303,102.3943,78.6023,72.3077,52.1096,48.6086,32.1622,48.2235,9.3518,79.8089,98.155,187.9493,125.7687,87.1728,75.9332,60.6102,57.3013,39.4927,86.6545,88.6175,92.7324,79.0718,77.5901,4.2099,91.7649,40.9894,86.9753,95.1493,66.768,91.6911,83.5947,182.7828,565.4395,114.4201,130.6356,72.3221,84.2705,70.6406,199.0737,86.1703,73.5396,71.2562,89.1701
1991-02,60.6387,69.1935,78.0119,52.3349,38.779,5.553,98.5303,90.3935,89.7786,96.8452,86.6077,630.9851,78.6285,158.5355,67.5465,41.2,58.3332,13.4367,78.0899,101.2491,78.3171,71.6855,51.8171,48.3058,31.9229,46.209,9.3642,79.6409,97.7119,185.8625,124.9868,86.4418,75.6218,60.1789,56.8799,39.0408,84.6467,89.7086,92.0429,77.8251,78.4023,4.2237,89.8196,38.4894,85.9855,91.9778,66.8327,91.4619,83.5816,182.3008,564.7308,114.4534,128.9406,74.5303,83.6152,70.3017,198.5444,87.5108,71.6677,70.2016,81.0365
1991-03,60.2973,68.9384,78.0475,52.5814,39.2027,5.6726,99.8193,89.5582,89.7043,96.3826,85.5606,629.2592,79.7804,156.8698,68.8608,41.1457,59.6594,13.393,77.3028,100.6721,77.3685,70.7324,51.4014,47.7232,31.5301,45.9623,9.3367,77.7406,96.567,187.8394,122.4074,85.2537,75.7364,59.7217,56.4856,38.8432,86.0501,86.6809,88.6094,77.248,77.499,4.2243,89.2932,39.2276,85.7969,91.5421,66.4784,90.6287,82.5626,185.2722,562.901,112.3264,127.3981,72.9889,83.5109,68.6886,194.5688,86.603,72.642,70.9177,83.9958
1991-04,60.4524,68.9709,78.0426,53.74,40.9379,5.7159,101.885,89.497,89.0593,95.8439,84.7354,622.6052,79.7733,158.0834,67.8042,41.1499,60.7715,13.4705,76.4114,98.0058,78.0077,71.1883,51.6675,48.1847,31.9193,47.6953,9.2942,79.2066,97.1369,190.1284,123.3846,86.3243,75.3437,59.9789,56.731,39.0897,86.8442,87.5584,92.1131,77.1192,76.1854,4.2473,90.505,41.2933,83.9869,92.85,66.2246,90.8096,81.8647,186.9455,557.1654,113.615,127.7349,72.817,84.2966,69.3184,195.2657,85.7069,72.5588,71.1115,81.6528
1991-05,61.0587,69.6947,79.4006,54.6686,42.5653,5.5978,102.5695,89.6823,90.6184,97.1393,86.6197,628.5541,79.7627,158.3382,70.3828,41.4276,62.8927,13.5108,76.1243,96.1075,78.1183,71.7861,52.156,48.4224,31.965,49.0538,9.3008,78.519,98.0982,194.7832,122.8014,86.7382,76.8644,60.3932,57.1412,39.2355,88.6616,87.5749,88.5023,77.1012,75.5333,4.2785,90.3778,43.3935,82.8175,93.7465,66.5753,91.8441,83.9164,190.5326,562.8462,113.1389,128.1115,74.1187,84.5222,70.1364,195.4197,85.4679,75.7281,74.4786,83.0262
1991-06,61.5514,70.4025,80.3705,56.0781,44.4646,5.3222,105.0491,90.9735,91.3125,97.5406,87.0067,637.6169,79.8315,157.6934,72.1786,41.8656,64.367,13.6582,76.4437,96.5111,79.4335,72.1918,52.4413,48.8551,32.4786,50.7192,9.2769,80.6066,97.9946,195.4277,123.1063,86.8348,76.6675,60.9501,57.7026,39.8129,92.7497,87.6191,92.0668,78.0912,76.016,4.2731,92.4838,45.2898,83.532,93.9403,67.2634,92.2193,83.6833,193.2709,570.3805,114.0727,129.2796,75.0711,84.6455,70.9093,194.9957,85.6458,76.006,74.6908,83.8149
1991-07,61.7201,70.2814,80.1801,57.0546,45.5731,6.2921,102.9898,91.3818,90.4728,96.9059,86.1943,642.3221,79.0697,156.9289,70.5441,42.1182,68.4457,13.6025,75.2026,95.887,79.2695,71.8214,52.8791,49.474,32.8671,53.2804,9.2669,81.2547,99.3353,201.6802,125.0089,88.177,76.5278,61.2755,58.0287,40.1971,89.9745,88.9941,95.9583,77.6797,74.6246,4.3212,91.5766,48.3285,82.9708,93.2089,67.915,92.3036,83.1541,195.5261,575.1245,115.7822,128.9109,73.9698,85.065,70.6577,194.8641,84.7579,75.4155,73.468,88.658
1991-08,61.7289,70.335,80.1663,56.2233,43.7223,5.9012,105.3149,92.1472,90.9222,97.5544,86.204,651.16,80.4541,158.6597,70.2734,41.9325,64.0003,13.7546,76.5864,96.482,80.0365,72.2738,52.8459,49.5646,32.977,51.4644,9.3884,82.1086,99.3038,200.3027,125.6385,88.037,76.0284,61.3524,58.0766,40.0977,91.0276,89.0763,94.819,78.8888,76.2824,4.348,91.9886,44.9189,83.8551,93.9403,68.2788,92.7448,83.0103,196.3756,583.1065,117.0938,128.3265,74.1553,85.4982,72.1878,196.7054,84.6246,74.8762,73.0627,86.9751
1991-09,62.2369,71.0933,81.3306,58.5358,47.7932,5.8092,105.5214,92.6456,91.4065,97.9921,87.3925,652.3086,79.4511,157.8767,70.9547,42.5354,67.4226,13.7844,76.808,95.8509,80.3559,72.5903,53.1122,50.0218,33.3906,54.0393,9.3892,82.7986,99.7488,199.6789,125.9558,88.6355,75.6353,61.9744,58.7061,40.7287,91.3483,88.2372,97.4894,79.668,76.6368,4.3416,92.8169,49.0771,83.6058,94.1579,68.3699,93.2119,84.0573,195.902,583.8428,118.0472,129.0931,73.7877,85.3208,72.9245,196.1036,84.7224,74.7503,72.6659,89.0982
1991-10,62.1718,70.8484,81.1423,58.2877,47.3566,5.8339,105.0826,92.7571,91.2581,98.2139,87.7349,654.3904,78.6298,160.8077,69.4138,42.2489,66.5705,13.7926,76.1708,96.3834,79.4863,72.4255,53.2172,50.0863,33.2984,53.8427,9.3998,82.3028,100.4646,202.2017,128.789,88.8823,75.9142,61.9127,58.6294,40.6149,89.0321,89.7416,96.4859,79.483,75.8366,4.3602,92.9134,48.4982,83.6842,94.3266,68.5255,93.2565,84.3006,196.388,586.3827,121.1138,128.0402,72.8069,84.582,73.1843,197.0639,84.5935,74.6676,72.5821,89.0056
1991-11,62.0894,70.9334,81.2636,58.4604,47.0352,6.2198,106.0964,92.9511,91.3473,97.5765,86.3857,659.6816,79.077,159.9166,72.244,42.2349,65.5254,13.969,76.1055,95.7816,80.2169,72.5463,52.9781,49.9221,33.3427,53.8461,9.4069,82.4938,99.4708,202.5083,125.9965,87.9686,75.3417,61.7818,58.519,40.6799,90.7655,89.3017,96.7238,79.93,75.383,4.4162,94.3065,47.6961,83.1072,95.8382,68.9093,92.6947,83.1781,197.7568,590.991,117.2051,130.3018,72.6362,84.4483,72.8694,195.7808,83.8912,75.3854,72.7223,94.3258
1991-12,61.806,70.3856,80.2263,57.9485,46.4141,5.9022,105.9648,92.9112,90.0521,96.6611,84.7562,659.3806,79.5231,159.2384,69.4554,42.1652,65.4376,14.2071,75.0648,94.7788,80.1524,72.4083,52.948,50.0296,33.3224,52.6865,9.4264,82.9781,100.0876,206.9457,126.3305,88.8478,74.7809,61.6206,58.3786,40.4699,89.5014,90.1161,95.147,79.6598,73.8187,4.4639,94.2986,47.3023,81.7685,95.178,68.9465,92.7793,82.0485,200.7918,590.5883,117.037,130.667,74.2996,85.2995,73.1744,194.503,84.3445,73.3933,71.3061,87.8138
1992-01,61.4823,69.7698,79.4671,55.4474,42.5616,5.2759,105.5572,92.5523,90.2644,97.3859,86.5822,658.1691,77.9934,159.9884,67.7388,41.4542,61.321,14.39,74.0436,93.678,80.2741,72.3186,52.9044,49.8883,33.1486,51.2405,9.4374,82.8362,100.1544,201.8685,128.5725,88.4231,75.0988,61.2795,58.0666,39.8855,91.3027,89.7995,96.2229,78.8657,72.4625,4.5047,92.6209,43.3345,80.6709,96.3544,68.5701,93.2858,83.5116,196.8606,589.5754,119.4411,134.0321,73.2699,84.6747,73.2564,192.723,84.1434,73.0414,71.1725,85.7544
1992-02,61.9192,70.4258,80.2867,57.8121,46.1627,5.9804,106.0237,92.8244,90.2257,97.0841,86.3746,654.1185,77.8614,158.5168,68.7035,42.3126,63.2066,14.5346,75.7557,93.1825,80.9778,72.3096,53.1287,50.3337,33.7536,53.4825,9.5807,83.7199,99.689,204.9232,125.853,88.3484,74.5195,61.8223,58.6297,40.7155,92.2905,90.9167,95.6113,79.9301,74.9143,4.5665,95.5267,46.9648,79.8227,95.8807,68.9018,92.9794,83.2011,199.9004,587.3348,117.0245,132.0721,72.6777,84.5777,74.0782,191.4042,83.082,73.5141,71.7526,85.3782
1992-03,62.4403,71.0155,81.0021,58.9931,47.9815,6.0279,107.2255,93.0866,90.6703,97.7438,87.2697,652.8599,78.2927,159.1426,68.3557,42.7988,63.6485,14.7324,76.6735,92.5727,81.5359,72.8253,53.5789,50.9953,34.1766,54.8193,9.626,84.9138,101.0926,204.6772,128.2405,89.7698,74.2435,62.4607,59.2545,41.1578,93.696,91.5333,98.6164,79.8147,75.1478,4.6116,95.5364,48.6433,79.4694,100.7751,68.6529,93.9476,84.0944,199.9556,586.3231,119.5299,133.8083,73.3997,85.3764,75.0416,192.1787,83.3646,73.2458,71.3212,86.3081
1992-04,62.9199,71.5453,81.7607,60.0895,48.9753,6.7662,108.0335,93.7222,91.2275,97.8719,87.5044,645.719,78.6254,159.2265,70.5903,43.2045,62.7375,14.9967,77.8009,91.0099,82.0946,73.364,54.0054,51.2346,34.4015,56.2163,9.6695,84.9499,101.2835,205.1042,128.6437,90.1207,75.4749,62.8011,59.5935,41.4861,93.2232,92.0777,96.6274,80.3284,76.4515,4.6989,96.1271,49.9198,77.9101,100.5937,69.1775,94.2323,84.3065,199.9372,580.1882,119.7567,134.754,74.4351,85.6701,75.5991,192.2362,84.3193,74.9572,72.7065,90.3602
1992-05,63.1268,71.9413,82.2969,61.9726,51.417,7.1391,110.371,94.4838,91.0328,97.9866,87.6191,651.2078,78.3004,159.547,69.2033,43.5496,63.5863,15.2408,77.8116,90.605,82.9021,73.5531,54.0303,51.4673,34.7735,58.135,9.7145,85.4741,100.7913,206.3534,127.584,88.9379,74.6953,63.1713,59.9495,41.9864,94.5142,92.6309,96.4129,81.1572,76.7656,4.7754,97.038,52.2247,77.2327,100.6445,69.562,94.1097,84.3128,202.8566,585.1394,118.648,135.1425,74.0836,84.8891,76.2698,193.0807,84.128,73.9011,71.6274,89.4543
1992-06,63.1624,71.7638,81.8938,61.1178,50.4691,6.7504,109.1124,94.2596,90.8779,98.3235,87.3518,655.036,79.4513,161.1454,67.1526,43.6521,62.2195,15.4172,78.3314,90.3876,82.5447,73.6191,54.2683,51.7617,34.8531,57.3904,9.819,85.6042,101.8968,209.3132,130.7639,89.9919,74.7577,63.3802,60.1489,41.9843,92.706,93.0675,96.8343,81.1666,76.6681,4.8386,97.5966,51.0166,77.0581,101.216,70.0247,94.8063,84.2832,202.4939,589.5556,121.5096,135.8758,73.4271,86.1302,76.8435,193.6489,83.2293,72.8229,70.441,89.1246
1992-07,63.7348,72.4956,82.9831,62.7429,53.5952,6.7473,107.9009,94.8226,91.6587,99.1826,88.289,663.4561,79.6961,162.0027,67.6796,44.0993,63.2919,15.5587,78.9545,89.4839,83.0817,74.0793,54.6825,52.1191,35.245,58.7368,9.9513,85.9485,101.9308,210.4393,129.5672,90.4695,75.4729,63.9549,60.7158,42.4823,95.1589,92.6735,97.1053,81.2085,77.0594,4.8973,97.2214,53.6222,76.8849,103.7759,70.4842,95.423,84.9891,203.1158,596.5118,120.3086,136.6781,73.5649,86.8368,77.8217,194.1056,84.3357,73.2703,70.885,89.5725
1992-08,63.3802,72.4037,82.9903,62.1863,52.212,6.8107,110.1439,94.3242,91.962,99.628,89.7612,657.7239,78.6026,160.847,67.4579,43.8792,63.0378,15.6468,77.9804,89.2925,83.2917,73.9116,54.0813,51.6709,35.0678,57.8112,9.9319,85.6889,100.4963,208.0145,126.5422,89.2146,74.153,63.6355,60.4337,42.2672,95.71,92.5212,96.1733,81.2544,75.7498,4.9236,98.4265,52.0552,76.9825,103.0555,70.4739,95.0274,85.954,203.2314,591.8043,116.8072,137.5245,71.3991,85.5825,78.0823,191.8636,82.9419,73.0438,70.6695,89.2527
1992-09,63.5834,72.3726,82.6428,61.9767,51.4883,6.778,109.8463,95.3552,91.5507,99.047,88.3693,658.6914,79.2788,161.276,67.6815,44.0667,61.4822,15.8862,78.7164,89.2051,83.2498,74.2626,54.506,51.9191,35.0475,57.3615,10.0191,85.2063,101.8134,211.4565,129.2796,90.1401,75.3517,63.7329,60.5368,42.309,93.5435,94.6038,93.4489,81.4893,76.3504,4.9879,98.4917,51.2683,76.3723,103.0192,71.9044,95.2706,85.0943,204.7439,593.7641,119.338,138.3601,72.7536,86.2901,77.7432,191.5232,83.4876,74.1392,71.9717,88.8974
1992-10,64.0178,72.9435,83.7495,63.3191,53.2291,7.1613,111.3287,95.8251,92.5091,99.4313,88.4305,660.2538,80.5647,160.655,70.8985,44.2325,61.5994,16.2232,78.1781,89.0414,83.2209,74.3855,54.8051,52.2347,35.4932,58.7875,10.1371,85.9166,101.4041,210.4794,127.0571,90.2687,75.6442,64.1011,60.9187,42.7783,94.7172,93.2679,96.301,82.0965,75.7887,5.0998,99.102,52.6874,76.6051,102.7471,72.4688,95.3266,85.2605,205.1757,595.6815,116.1996,138.2496,74.3098,86.5975,78.04,190.7109,83.8944,75.383,73.3215,89.3933
1992-11,64.2628,73.128,83.8827,63.858,53.602,7.6169,112.255,95.9978,92.4278,99.3999,88.1853,662.1252,80.8571,160.5326,70.627,44.5555,61.3491,16.3638,79.0515,88.7625,82.9336,74.5543,55.1055,52.5314,35.7219,59.1116,10.2234,86.3494,101.8594,211.1763,127.0257,90.6157,76.0177,64.3339,61.1649,43.0159,95.5997,93.144,97.1835,81.795,76.6668,5.1667,100.0525,52.799,76.5978,102.5048,72.6741,95.5374,85.1441,207.4861,598.0017,117.185,137.7751,73.5978,86.8918,78.6129,189.9196,83.795,76.0305,73.8947,90.5462
1992-12,64.3599,73.3771,83.9164,64.5179,54.5906,7.841,112.4449,96.1322,92.1347,98.565,86.8214,661.4848,80.4451,162.2756,72.3926,44.9635,62.1656,16.3764,80.0782,88.8528,83.293,74.9353,55.0555,52.335,35.6184,60.1638,10.2034,85.2508,101.3449,211.6801,127.0951,90.1406,76.5339,64.3,61.1059,43.1813,95.1044,93.3263,94.0577,81.8161,77.2425,5.1746,100.7111,54.0897,77.0351,103.4573,72.7512,94.8898,83.7201,205.4269,597.4853,116.7572,138.0193,72.5676,86.6056,78.9926,191.413,84.0992,77.297,74.932,93.3889
1993-01,64.6135,73.6643,84.3786,65.4604,55.4134,8.4687,113.7778,96.5483,92.3372,99.6721,88.0045,670.4827,80.7438,164.1923,69.1596,45.1257,62.3743,16.4466,80.3442,88.1633,83.5199,75.032,55.2742,52.9766,36.1547,61.7626,10.2741,86.7133,102.1474,212.3865,127.8725,90.5357,75.133,64.904,61.6691,43.5523,95.0841,91.2995,98.9142,82.7907,78.0805,5.2016,99.8366,55.1953,76.4774,104.5204,73.3772,95.8361,84.9395,210.2132,605.1111,118.4784,137.7124,72.674,87.0148,79.8741,193.8512,83.6745,74.6825,72.6928,88.1907
1993-02,64.9262,73.8754,84.4878,65.2056,54.5182,8.5679,113.4052,97.5694,92.634,99.6469,87.8873,673.5668,80.6032,164.6016,70.6976,45.1918,61.0894,16.5063,81.0865,87.549,85.0643,75.4828,55.6813,53.2572,36.437,62.4922,10.3085,87.5765,102.2882,213.132,128.4957,90.3091,76.1185,65.0904,61.8348,43.7222,95.8825,93.8766,99.5989,83.0644,79.1284,5.2286,100.3838,54.7433,75.5831,105.8594,73.6804,95.9519,85.0932,207.8277,607.8499,119.6393,137.417,73.9359,86.7303,80.3285,195.0801,83.2613,76.7246,74.4147,92.4362
1993-03,64.8627,73.9282,84.5282,65.5795,55.3447,8.7907,111.7063,97.7314,92.501,98.9199,86.5992,663.6826,81.4467,164.5988,72.814,45.2921,60.4035,16.6602,81.3469,86.6957,84.3624,76.0168,55.5063,53.1525,36.4342,62.8546,10.3294,87.1802,101.7842,211.3456,127.7114,89.5599,75.6337,64.9658,61.7074,43.8147,94.4782,92.8841,99.223,82.8239,79.3572,5.2765,102.3708,55.3797,74.4294,104.6782,74.3862,95.2662,84.1278,202.9962,599.0497,119.4494,136.4661,73.1309,86.6493,80.0646,195.2431,82.7156,77.4926,74.6126,97.1401
1993-04,65.0423,74.0546,84.5873,65.891,55.6515,8.7076,113.0288,97.9968,92.4285,99.0127,86.5251,665.7904,81.5613,165.1982,72.1095,45.5886,59.5781,16.907,82.1141,86.6626,84.6069,75.9595,55.7352,53.5295,36.609,63.2542,10.3959,87.4149,102.8714,216.0449,130.3476,90.1499,75.3254,65.2678,62.0225,44.0014,93.7637,93.6755,99.1344,83.1106,80.0904,5.3169,102.6829,55.7271,73.7371,105.2312,75.1424,95.8508,83.9802,208.6311,600.7632,121.6982,138.2351,73.0628,87.0554,80.9418,194.5025,82.8391,76.6073,74.2669,92.5441
1993-05,64.8006,73.7823,83.9902,65.973,55.86,8.1915,114.1132,98.4273,91.4934,98.9191,86.4276,671.2075,81.4535,163.8056,67.9404,45.6487,59.0433,16.8724,82.7274,85.7429,85.6245,75.6195,55.5253,53.38,36.6548,63.4879,10.4068,87.4448,101.936,216.3404,126.6419,89.9394,74.8374,65.1954,61.9671,44.0097,93.593,93.6319,98.7601,83.2284,81.2743,5.3041,102.8612,55.86,72.9468,104.8305,74.6865,95.6385,83.8164,211.4894,605.1203,118.3678,136.7453,73.4151,86.9023,81.6659,193.5046,82.875,74.5171,73.2623,82.9778
1993-06,64.9476,73.7612,84.1584,65.3952,55.2828,7.9963,112.9093,98.1382,92.043,99.0167,86.4598,670.7329,81.1189,166.6364,70.2158,45.3151,57.7785,16.8385,82.3065,85.1406,85.5496,75.7642,55.8333,53.4885,36.8059,63.0718,10.4387,88.3147,101.8088,215.5978,128.4798,89.2303,75.9938,65.1242,61.8618,43.8988,92.9165,94.611,102.3739,83.0167,80.1522,5.3161,102.1953,55.4137,71.8214,104.2148,74.5621,95.5712,83.9019,209.7409,605.1415,120.3865,135.9854,73.5312,86.3749,81.6827,195.4741,83.6874,76.4103,74.2057,91.4123
1993-07,65.1142,74.1477,84.8553,65.3142,54.4905,8.0843,115.005,98.4379,93.1251,99.77,87.3999,675.4671,81.7695,165.3072,72.5777,45.3251,55.7428,16.8752,83.326,86.0573,86.0131,75.7825,55.7854,53.5608,36.896,62.6328,10.546,88.3089,101.7712,217.8691,126.1793,89.6033,75.4623,65.2623,62.0243,43.9829,93.9611,94.3885,99.2673,84.0266,82.1973,5.3341,103.36,53.9192,72.3882,104.3585,74.9036,95.9052,84.5944,212.8686,608.1435,118.3915,134.9673,73.1589,86.681,82.6769,194.0694,82.7936,77.5031,75.4801,91.2519
1993-08,65.0421,73.9315,84.7337,64.6169,53.4186,7.8142,114.8945,98.3293,93.3005,99.7103,87.6661,670.4821,81.8204,163.208,73.6286,44.8996,54.4492,16.9491,82.2767,84.4106,86.3013,75.8683,55.8535,53.6586,36.8984,62.1442,10.5548,88.5644,102.242,217.2765,126.8596,90.4921,75.4266,65.1205,61.9303,43.8095,94.6597,94.4276,101.8109,84.3012,81.1848,5.3574,103.223,52.8505,70.8152,103.2113,74.6283,96.0425,84.7823,210.9704,603.646,119.3235,135.4275,72.7648,86.7767,83.1855,191.3011,82.8653,77.9858,76.0357,91.2285
1993-09,65.3749,74.4041,84.9935,65.9748,55.2173,8.0892,116.3245,98.9679,92.9916,99.2477,86.6782,669.3167,82.6049,162.1239,73.8627,45.6621,56.0856,17.2583,83.235,85.0045,86.7847,76.1582,56.0476,54.0635,37.3483,64.0904,10.6299,89.2853,102.2663,218.5526,127.5907,90.2597,74.8187,65.5727,62.386,44.4194,94.6334,95.1292,102.0826,84.8611,82.2296,5.4303,104.7241,55.1039,71.3048,105.3079,74.7918,95.9866,83.9998,210.9237,602.1088,118.9284,136.9292,73.8517,87.2324,82.9428,191.1457,83.5634,77.1084,74.7551,93.1777
1993-10,65.863,74.9394,85.4261,67.6661,57.3153,8.3771,119.2566,99.6389,92.7719,98.9495,86.5526,665.8807,81.8388,162.8878,73.9085,46.6432,57.3457,17.496,85.3963,84.1054,87.568,76.2987,56.4856,54.5032,37.7923,67.5004,10.6925,89.1489,102.4867,219.0734,127.9603,90.5739,75.3352,66.1232,62.9301,45.0526,96.878,95.1606,100.7371,84.7631,84.4605,5.4849,106.1871,58.3723,70.4983,107.3832,74.8503,96.1718,83.812,213.5581,599.3507,120.3857,135.8436,75.3363,87.3547,83.4194,191.5754,84.6522,76.8512,73.8444,97.5318
1993-11,66.1696,75.1266,85.5481,68.2807,57.8551,8.7483,119.6765,100.2141,92.6398,98.8299,86.8853,667.004,80.4128,163.7499,73.7096,46.9072,57.5724,17.7552,85.4641,84.0193,88.2811,76.3795,56.9059,54.895,38.171,68.8117,10.7197,90.2157,102.7582,220.1002,128.9685,90.597,75.9517,66.4413,63.2253,45.4148,96.6675,96.2844,102.7286,85.4799,84.7367,5.5547,106.1275,59.5244,70.0754,107.8522,74.6607,96.2227,84.0344,212.4983,599.627,121.6343,135.4003,75.9229,86.8222,84.0467,192.9186,84.6139,77.3537,74.6692,95.7528
1993-12,66.5531,75.4816,85.7935,68.6525,58.0723,8.7929,119.7712,101.1752,92.815,99.1641,87.5384,663.7094,80.5308,163.2796,73.2986,47.2044,57.2015,17.8175,86.5623,83.303,89.5041,76.9225,57.3139,55.4056,38.7221,69.9449,10.84,91.6735,102.8575,221.3114,129.3799,90.002,76.0233,66.8496,63.6417,45.876,97.6829,97.7407,105.7651,86.14,86.1635,5.6172,106.8976,60.2357,69.3547,108.2195,74.9525,96.4264,84.5726,212.9866,597.4111,122.2472,135.5487,74.6066,86.6448,84.9723,192.508,84.9516,77.668,75.2385,94.2472
1994-01,66.7591,75.8063,86.339,69.7035,59.6651,8.6801,121.0775,101.5846,93.0934,98.7819,87.2621,663.4276,80.1111,161.8357,75.9441,47.4291,57.7744,17.6958,87.4297,82.517,89.1111,77.3096,57.4024,55.3953,38.822,70.8965,10.9116,91.1139,102.3713,220.5884,129.2734,89.4215,76.5321,66.9107,63.7145,46.0507,99.6067,95.9195,103.047,86.8905,86.2806,5.6579,108.7488,61.7246,68.2814,107.2433,74.9688,96.2124,84.2679,216.2745,596.7319,122.113,135.0473,73.7438,86.0529,85.7398,191.8379,84.0431,79.9436,76.8693,101.1419
1994-02,66.8019,75.6785,86.5262,69.6316,60.3616,8.6221,119.0674,100.5806,93.4062,99.3975,88.0721,650.1516,81.7419,161.4397,75.1715,46.9958,57.2584,17.6586,86.2572,81.0339,88.4739,77.5014,57.6111,55.7214,39.0331,72.063,10.9631,91.1748,103.0535,220.4187,129.6176,91.1921,76.3012,67.0134,63.8211,46.0127,96.9615,95.7794,105.6669,86.6544,85.5359,5.6777,109.5917,63.1244,66.496,104.8617,73.2625,96.6793,84.8496,212.3368,584.5406,121.6768,136.5824,73.5124,87.6312,85.2153,191.6244,84.616,79.1434,75.9356,101.3267
1994-03,67.4704,76.4148,87.2582,70.2839,59.9034,9.4596,121.082,102.2454,94.1632,100.8798,89.5339,669.7124,82.3492,162.1106,73.3693,47.5025,56.4918,18.041,87.3805,82.0525,90.0953,78.0718,58.2082,56.491,39.5961,71.8227,11.2229,92.5574,104.3743,224.3461,131.8751,92.5787,76.3028,67.8878,64.6741,46.5697,97.041,98.2807,105.6193,88.2202,87.0844,5.8519,109.548,62.416,66.5645,106.2555,74.6569,98.126,86.0948,215.7299,601.3327,123.2667,138.7794,73.755,88.6066,87.2392,192.9626,85.7298,77.8446,75.373,94.6927
1994-04,67.8707,76.7668,87.532,71.197,60.6962,9.725,122.8081,103.1384,94.1112,101.3089,89.8207,678.5772,82.1924,163.8466,71.6108,47.8225,56.254,18.3667,87.7016,82.2423,91.4991,78.3092,58.6526,57.1324,40.3345,73.0503,11.488,93.9538,104.2903,227.5881,130.5082,92.4116,76.018,68.4849,65.2646,47.2374,98.0333,98.6737,109.0415,89.6854,87.5454,6.0102,110.4013,63.5049,66.1322,106.9911,75.304,98.3774,86.1871,220.6907,608.5348,122.2002,137.7338,76.2118,88.3743,88.1107,193.4263,85.015,77.1081,75.5284,87.4394
